Year,Province,District,Cause_of_Death,Cause_of_Incident,Remarks,Key_Impacts,Lessons_Failures,Total_Deaths_Cum,Persons_Affected,Est_Damages_USD_Mn,Combined_Text,Data_Quality_Label,Sentiment,Text_Word_Count
2005,Sindh,All (Province Level),Flash Flood,Monsoon Floods 2005,Sindh provincial aggregate; monsoon season 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,Monsoon 2005 response coordinated through provincial PDMA,144,649168,10.3,Sindh provincial aggregate; monsoon season 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks Monsoon 2005 response coordinated through provincial PDMA,Valid,Negative,24
2005,Sindh,Karachi,Flash Flood,Monsoon Floods 2005,Karachi district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,6,26488,0.4,Karachi district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Hyderabad,Flash Flood,Monsoon Floods 2005,Hyderabad district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,14,62089,1.0,Hyderabad district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Sukkur,Flash Flood,Monsoon Floods 2005,Sukkur district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,6,28152,0.5,Sukkur district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Larkana,Rain/Storm,Monsoon Floods 2005,Larkana district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,10,46905,0.7,Larkana district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Khairpur,Drowning,Monsoon Floods 2005,Khairpur district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,11,50149,0.8,Khairpur district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Jacobabad,Rain/Storm,Monsoon Floods 2005,Jacobabad district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,8,34447,0.6,Jacobabad district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Shikarpur,Flash Flood,Monsoon Floods 2005,Shikarpur district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,9,38664,0.6,Shikarpur district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Kashmore,Rain/Storm,Monsoon Floods 2005,Kashmore district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,7,30873,0.5,Kashmore district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Dadu,Drowning,Monsoon Floods 2005,Dadu district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,10,42848,0.7,Dadu district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Jamshoro,Drowning,Monsoon Floods 2005,Jamshoro district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,5,23620,0.4,Jamshoro district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Thatta,Flash Flood,Monsoon Floods 2005,Thatta district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,12,52036,0.8,Thatta district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Badin,Rain/Storm,Monsoon Floods 2005,Badin district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,9,39711,0.6,Badin district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Sanghar,Rain/Storm,Monsoon Floods 2005,Sanghar district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,8,36507,0.6,Sanghar district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Mirpur Khas,Rain/Storm,Monsoon Floods 2005,Mirpur Khas district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,6,27966,0.4,Mirpur Khas district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,26
2005,Sindh,Tharparkar,Drowning,Monsoon Floods 2005,Tharparkar district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,7,29912,0.5,Tharparkar district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Umerkot,Drowning,Monsoon Floods 2005,Umerkot district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,10,42839,0.7,Umerkot district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Matiari,Rain/Storm,Monsoon Floods 2005,Matiari district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,9,40625,0.6,Matiari district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,Sindh,Qambar,Drowning,Monsoon Floods 2005,Qambar district; Sindh province; monsoon 2005,Low-lying deltaic flooding; displacement of rural communities; standing water for weeks,District-level response; PDMA Sindh coordinated with local administration,6,26782,0.4,Qambar district; Sindh province; monsoon 2005 Low-lying deltaic flooding; displacement of rural communities; standing water for weeks District-level response; PDMA Sindh coordinated with local administration,Incomplete,Neutral,25
2005,KPK,All (Province Level),Flash Flood,Monsoon Floods 2005,KPK provincial aggregate; monsoon season 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,Monsoon 2005 response coordinated through provincial PDMA,121,544704,8.7,KPK provincial aggregate; monsoon season 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage Monsoon 2005 response coordinated through provincial PDMA,Valid,Negative,24
2005,KPK,Peshawar,Landslide,Monsoon Floods 2005,Peshawar district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,7,30473,0.5,Peshawar district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Nowshera,Flash Flood,Monsoon Floods 2005,Nowshera district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,5,20672,0.3,Nowshera district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Charsadda,Landslide,Monsoon Floods 2005,Charsadda district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,10,46030,0.7,Charsadda district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Mardan,Landslide,Monsoon Floods 2005,Mardan district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,6,26539,0.4,Mardan district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Swat,Drowning,Monsoon Floods 2005,Swat district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,8,36849,0.6,Swat district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Malakand,Landslide,Monsoon Floods 2005,Malakand district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,9,41536,0.7,Malakand district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Dir Upper,Flash Flood,Monsoon Floods 2005,Dir Upper district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,9,40640,0.6,Dir Upper district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,26
2005,KPK,Dir Lower,Drowning,Monsoon Floods 2005,Dir Lower district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,3,11866,0.2,Dir Lower district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,26
2005,KPK,Chitral,Landslide,Monsoon Floods 2005,Chitral district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,8,34571,0.6,Chitral district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Mansehra,Drowning,Monsoon Floods 2005,Mansehra district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,8,34286,0.5,Mansehra district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Abbottabad,Flash Flood,Monsoon Floods 2005,Abbottabad district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,7,30765,0.5,Abbottabad district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Haripur,Landslide,Monsoon Floods 2005,Haripur district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,6,28924,0.5,Haripur district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Swabi,Flash Flood,Monsoon Floods 2005,Swabi district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,4,19011,0.3,Swabi district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Buner,Drowning,Monsoon Floods 2005,Buner district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,8,35053,0.6,Buner district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Shangla,Landslide,Monsoon Floods 2005,Shangla district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,10,45877,0.7,Shangla district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Kohistan,Drowning,Monsoon Floods 2005,Kohistan district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,8,38237,0.6,Kohistan district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Battagram,Drowning,Monsoon Floods 2005,Battagram district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,4,19807,0.3,Battagram district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,25
2005,KPK,Tor Ghar,Landslide,Monsoon Floods 2005,Tor Ghar district; KPK province; monsoon 2005,Flash floods in mountain valleys; landslides cutting off communities; bridge damage,District-level response; PDMA KPK coordinated with local administration,9,41594,0.7,Tor Ghar district; KPK province; monsoon 2005 Flash floods in mountain valleys; landslides cutting off communities; bridge damage District-level response; PDMA KPK coordinated with local administration,Incomplete,Neutral,26
2005,Balochistan,All (Province Level),Drowning,Monsoon Floods 2005,Balochistan provincial aggregate; monsoon season 2005,Flash floods in dry riverbeds (nullahs); hill torrents; infrastructure damage,Monsoon 2005 response coordinated through provincial PDMA,72,323527,5.1,Balochistan provincial aggregate; monsoon season 2005 Flash floods in dry riverbeds (nullahs); hill torrents; infrastructure damage Monsoon 2005 response coordinated through provincial PDMA,Valid,Negative,23
2005,Balochistan,Quetta,Flash Flood,Monsoon Floods 2005,Quetta district; Balochistan province; monsoon 2005,Flash floods in dry riverbeds (nullahs); hill torrents; infrastructure damage,District-level response; PDMA Balochistan coordinated with local administration,3,12304,0.2,Quetta district; Balochistan province; monsoon 2005 Flash floods in dry riverbeds (nullahs); hill torrents; infrastructure damage District-level response; PDMA Balochistan coordinated with local administration,Incomplete,Neutral,24
